1381173021;2;594;594;594
1381173321;2;594;594;594
1381173621;2;594;594;594
1381173921;2;594;594;594
1381174221;2;594;594;594
1381174522;2;593;593;594
1381174822;2;593;593;593
1381175122;2;593;593;593
1381175423;2;593;593;593
1381175722;2;593;593;593
1381176022;2;593;593;593
1381176322;2;593;593;593
1381176622;2;592;592;593
1381176923;2;592;592;592
1381177223;2;592;592;592
1381177523;2;592;592;592
1381177824;2;592;592;592
1381178124;2;592;592;592
1381178424;2;592;592;592
1381178724;2;592;592;592
1381179025;2;592;592;592
1381179325;2;592;592;592
1381179625;2;592;592;592
1381179925;2;592;592;592
1381180225;2;592;592;592
1381180526;2;592;592;592
1381180826;2;592;592;592
1381181126;2;592;592;592
1381181426;2;592;592;592
1381181727;2;591;591;592
1381182027;2;591;591;591
1381182327;2;591;591;591
1381182627;2;591;591;591
1381182928;2;591;591;591
1381183228;2;591;591;591
1381183528;2;590;590;591
1381183828;2;590;590;590
1381184128;2;590;590;590
1381184429;2;590;590;590
1381184729;2;590;590;590
1381185029;2;590;590;590
1381185329;2;590;590;590
1381185630;2;590;590;590
1381185930;2;590;590;590
1381186230;2;590;590;590
1381186530;2;590;590;590
1381186830;2;590;590;590
1381187131;2;590;590;590
1381187431;2;590;590;590
1381187731;2;589;589;590
1381188031;2;589;589;589
1381188332;2;589;589;589
1381188632;2;589;589;589
1381188932;2;589;589;589
1381189232;2;589;589;589
1381189532;2;589;589;589
1381189833;2;589;589;589
1381190133;2;589;589;589
1381190433;2;589;589;589
1381190733;2;589;589;589
1381191034;2;589;589;589
1381191334;2;588;588;589
1381191634;2;588;588;588
1381191934;2;588;588;588
1381192235;2;588;588;588
1381192535;2;588;588;588
1381192835;2;588;588;588
1381193135;2;588;588;588
1381193435;2;588;588;588
1381193736;2;588;588;588
1381194036;2;588;588;588
1381194336;2;588;588;588
1381194636;2;588;588;588
1381194937;2;587;587;588
1381195237;2;587;587;587
1381195537;2;587;587;587
1381195837;2;587;587;587
1381196138;2;587;587;587
1381196438;2;587;587;587
1381196738;2;587;587;587
1381197038;2;587;587;587
1381197338;2;587;587;587
1381197639;2;586;586;587
1381197939;2;586;586;586
1381198239;2;586;586;586
1381198539;2;586;586;586
1381198840;2;586;586;586
1381199139;2;586;586;586
1381199439;2;586;586;586
1381199739;2;586;586;586
1381200040;2;586;586;586
1381200340;2;586;586;586
1381200640;2;586;586;586
1381200940;2;585;585;586
1381201240;2;585;585;585
1381201541;2;585;585;585
1381201841;2;585;585;585
1381202141;2;585;585;585
1381202441;2;585;585;585
1381202742;2;585;585;585
1381203042;2;585;585;585
1381203342;2;585;585;585
1381203642;2;585;585;585
1381203943;2;585;585;585
1381204243;2;585;585;585
1381204543;2;584;584;585
1381204843;2;584;584;584
1381205143;2;584;584;584
1381205444;2;584;584;584
1381205744;2;584;584;584
1381206044;2;584;584;584
1381206344;2;584;584;584
1381206645;2;584;584;584
1381206945;2;584;584;584
1381207245;2;584;584;584
1381207545;2;584;584;584
1381207846;2;584;584;584
1381208146;2;584;584;584
1381208446;2;583;583;584
1381208746;2;583;583;583
1381209047;2;583;583;583
1381209347;2;583;583;583
1381209647;2;583;583;583
1381209947;2;583;583;583
1381210248;2;583;583;583
1381210548;2;583;583;583
1381210848;2;583;583;583
1381211148;2;583;583;583
1381211448;2;583;583;583
1381211749;2;582;582;583
1381212049;2;582;582;582
1381212349;2;582;582;582
1381212649;2;582;582;582
1381212950;2;582;582;582
1381213250;2;582;582;582
1381213550;2;582;582;582
1381213850;2;582;582;582
1381214150;2;582;582;582
1381214451;2;582;582;582
1381214751;2;582;582;582
1381215051;2;582;582;582
1381215351;2;582;582;582
1381215652;2;582;582;582
1381215952;2;581;581;582
1381216252;2;581;581;581
1381216552;2;581;581;581
1381216853;2;581;581;581
1381217153;2;581;581;581
1381217453;2;581;581;581
1381217753;2;581;581;581
1381218053;2;581;581;581
1381218354;2;581;581;581
1381218654;2;581;581;581
1381218954;2;581;581;581
1381219254;2;581;581;581
1381219555;2;580;580;581
1381219855;2;580;580;580
1381220155;2;580;580;580
1381220455;2;580;580;580
1381220755;2;580;580;580
1381221056;2;580;580;580
1381221356;2;580;580;580
1381221656;2;580;580;580
1381221956;2;580;580;580
1381222257;2;580;580;580
1381222557;2;580;580;580
1381222856;2;580;580;580
1381223156;2;579;579;580
1381223457;2;579;579;579
1381223757;2;579;579;579
1381224057;2;579;579;579
1381224357;2;579;579;579
1381224657;2;579;579;579
1381224958;2;579;579;579
1381225258;2;579;579;579
1381225558;2;579;579;579
1381225858;2;579;579;579
1381226159;2;578;578;579
1381226459;2;578;578;578
1381226759;2;578;578;578
1381227059;2;578;578;578
1381227359;2;578;578;578
1381227660;2;578;578;578
1381227960;2;578;578;578
1381228260;2;578;578;578
1381228561;2;578;578;578
1381228861;2;578;578;578
1381229161;2;578;578;578
1381229461;2;578;578;578
1381229762;2;578;578;578
1381230062;2;577;577;578
1381230362;2;577;577;577
1381230662;2;577;577;577
1381230962;2;577;577;577
1381231263;2;577;577;577
1381231563;2;577;577;577
1381231863;2;577;577;577
1381232163;2;577;577;577
1381232464;2;577;577;577
1381232764;2;577;577;577
1381233064;2;577;577;577
1381233364;2;577;577;577
1381233664;2;576;576;577
1381233965;2;576;576;576
1381234265;2;576;576;576
1381234565;2;576;576;576
